title,label,name_sequence,name_switch_ratio
28237_A_Vanished_Hand,novel,"['Elsie', 'Harold', 'Elsie', 'Elsie', 'Elsie', 'Elsie', 'Mrs', 'Elsie', 'Mrs', 'Mrs', 'Mrs', 'The', 'Mrs', 'Elsie', 'Elsie', 'Elsie', 'The', 'Elsie', 'Project']",0.6111111111111112
52247_A_Man_from_the_North,novel,"['London', 'Richard', 'The', 'Richard', 'Richard', 'Richard', 'Richard', 'Richard', 'Richard', 'Richard', 'Jenkins', 'Richard', 'The', 'Jenkins', 'Richard', 'Adeline', 'Richard', 'Adeline', 'Adeline', 'Adeline', 'Adeline', 'She', 'Richard', 'Adeline', 'She', 'The', 'The', 'Richard', 'The', 'The', 'Richard', 'The', 'Project']",0.65625
35896_The_Great_Captain__A_Story_of_the_Days_of_Sir_Walt,novel,"['But', 'The', 'Master', 'The', 'Queen', 'The', 'Spaniards', 'Project']",1.0
47559_The_Prude_s_Progress__A_Comedy_in_Three_Acts,novel,"['There', 'Cherry', 'Wheedles', 'Wheedles', 'Mrs', 'You', 'Ted', 'Cherry', 'Project', 'Project']",0.7777777777777778
41128_The_Kādambarī_of_Bāṇa,novel,"['The', 'Project', 'Project']",0.5
74919_Schoolgirl_rivals,novel,"['Kitty', 'Kitty', 'Duane', 'Duane', 'Kitty', 'Duane', 'Kitty', 'Duane', 'Duane', 'Kitty', 'Project']",0.7
5459_An_Egyptian_Princess___Volume_10,novel,"['The', 'Bartja', 'The', 'Project']",1.0
1473_The_Absentee,novel,"['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'Edgeworth', 'Lady', 'Lord', 'Lady', 'Colambre', 'Miss', 'Lord', 'Lady', 'Lady', 'Lord', 'Lord', 'Colambre', 'Lord', 'Lord', 'Clonbrony', 'Lord', 'Lord', 'Project']",0.42424242424242425
10620_The_Works_of_Francis_Beaumont_and_John_Fletcher_in,novel,"['Folio', 'Folio', 'And', 'The', 'And', 'Mad', 'Gentlemen', 'The']",0.8571428571428571
7006_Bonnie_Prince_Charlie___a_Tale_of_Fontenoy_and_Cul,novel,"['Malcolm', 'Ronald', 'Ronald', 'Malcolm', 'Malcolm', 'Jeanne', 'Ronald', 'Ronald', 'Ronald', 'Ronald', 'Ronald', 'The', 'The', 'The', 'Malcolm', 'The', 'The', 'The', 'Malcolm', 'Project']",0.47368421052631576
12341_Against_the_Grain,novel,"['Project', 'Project']",0.0
9748_The_Old_Gray_Homestead,novel,"['Austin', 'Mrs', 'Austin', 'Austin', 'Sylvia', 'The', 'Austin', 'Sylvia', 'Austin', 'Sylvia', 'Austin', 'Sylvia', 'Austin', 'Sylvia', 'Thomas', 'Austin', 'Sylvia', 'Sylvia', 'Sylvia', 'Edith', 'Project']",0.85
27712_Sir_Harry_Hotspur_of_Humblethwaite,novel,"['Harry', 'Lord', 'Lord', 'George', 'George', 'George', 'George', 'George', 'Sir', 'Captain', 'George', 'George', 'But', 'She', 'George', 'Harry', 'Papa', 'George', 'Sir', 'Sir', 'George', 'Sir', 'She', 'Project']",0.6956521739130435
5439_Uarda___a_Romance_of_Ancient_Egypt___Volume_01,novel,"['The', 'The', 'The', 'Project']",0.3333333333333333
70755_The_Earl_s_promise____b_A_novel__Vol__1__of_3_,novel,"['Project', 'Project']",0.0
47991_Erchie__My_Droll_Friend,novel,"['Droll', 'Illustration', 'Erchie', 'Erchie', 'Erchie', 'Duffy', 'Majesty', 'King', 'Duffy', 'Jinnet', 'Fair', 'Erchie', 'Clachnacudden', 'Duffy', 'Erchie', 'Jinnet', 'Duffy', 'Duffy', 'She', 'Duffy', 'Erchie', 'Erchie']",0.8095238095238095
48018_Hildebrand__or__The_Days_of_Queen_Elizabeth__An_Hi,novel,"['Evaline', 'Sir', 'Sir', 'The', 'Hildebrand', 'Bernard', 'Sir', 'Sir', 'Hildebrand', 'Don', 'Sir', 'Hildebrand', 'Rafaele']",0.8333333333333334
20351_Jackanapes,novel,"['Last', 'And', 'Redeem', 'Greater', 'Then', 'Und', 'The', 'Jackanapes', 'Jackanapes', 'Jackanapes', 'Major', 'Project']",0.8181818181818182
52078_The_Captain_of_the_Guard,novel,"['Douglas', 'Douglas', 'Douglas', 'Murielle', 'The', 'Murielle', 'Adrian', 'Gray', 'The', 'Abercorn', 'Sir', 'The', 'Sir', 'Achanna', 'Murielle', 'Thrave', 'The', 'Murielle', 'Douglas', 'Gray', 'Gray', 'Sluys', 'Antwerp', 'Gray', 'Gray', 'Gray', 'The', 'Gueldres', 'Gray', 'Gray', 'Gray', 'Gray', 'Achanna', 'Ludwig', 'Carl', 'Achanna', 'Murielle', 'Gray', 'The', 'Gray', 'Gray', 'James', 'The', 'Douglas', 'Gray', 'Gray', 'Murielle', 'Gray', 'Gray', 'Gray', 'Douglas', 'Douglas', 'The', 'Gray', 'Sir', 'Sir', 'Project']",0.75
25595_A_Queen_s_Error,novel,"['She', 'The', 'The', 'The', 'Anstruther', 'Saumarez', 'Nivel', 'Nivel', 'Duke', 'Ethel', 'Nivel', 'The', 'Dolores', 'Don', 'Don', 'Dolores', 'Don', 'The', 'Don', 'Dolores', 'The', 'The', 'Project']",0.7727272727272727
12587_The_Man_Who_Laughs__A_Romance_of_English_History,novel,"['The', 'The', 'The', 'Comprachicos', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'Lord', 'She', 'The', 'Anne', 'Barkilphedro', 'Barkilphedro', 'The', 'Barkilphedro', 'Barkilphedro', 'Barkilphedro', 'The', 'Gwynplaine', 'Gwynplaine', 'Gwynplaine', 'Gwynplaine', 'Gwynplaine', 'Gwynplaine', 'Dea', 'Ursus', 'The', 'Gwynplaine', 'The', 'Gwynplaine', 'The', 'The', 'The', 'The', 'Gwynplaine', 'Ursus', 'The', 'The', 'The', 'Gwynplaine', 'Gwynplaine', 'The', 'Gwynplaine', 'The', 'The', 'Gwynplaine', 'The', 'The', 'The', 'The', 'The', 'Gwynplaine', 'The', 'Gwynplaine', 'Master', 'The', 'Ursus', 'Dea', 'The', 'The', 'Gwynplaine', 'Gwynplaine', 'The', 'The', 'The', 'Lord', 'Lord', 'The', 'The', 'You', 'The', 'Gwynplaine', 'The', 'Gwynplaine', 'Gwynplaine', 'Project']",0.45
2516_Redgauntlet__A_Tale_of_the_Eighteenth_Century,novel,"['Alan', 'Fairford', 'Geddes', 'The', 'Dorcas', 'Justice', 'Herries', 'The', 'The', 'Fairford', 'Fairford', 'Fairford', 'Fairford', 'Fairford', 'Nanty', 'Fairford', 'Darsie', 'Lilias', 'Darsie', 'Peter', 'Redgauntlet', 'Redgauntlet', 'Project']",0.7272727272727273
47348_Boscobel__or__the_royal_oak__A_tale_of_the_year_16,novel,"['The', 'The', 'The', 'The', 'Charles', 'Charles', 'Charles', 'Charles', 'Sir', 'The', 'Roscarrock', 'Urso', 'The', 'The', 'Lilburn', 'The', 'The', 'Cromwell', 'Colonel', 'Careless', 'Vosper', 'Charles', 'Jane', 'Charles', 'Hill', 'Cromwell', 'The', 'Charles', 'The', 'Charles', 'The', 'Charles', 'Cromwell', 'Charles', 'Penderel', 'Charles', 'Dick', 'Charles', 'Dick', 'Woolfe', 'William', 'Careless', 'Dick', 'Careless', 'Careless', 'James', 'Charles', 'Madmannah', 'Charles', 'Careless', 'Charles', 'John', 'Colonel', 'Charles', 'Charles', 'Colonel', 'Whitgreave', 'Charles', 'Charles', 'Whitgreave', 'Lane', 'Colonel', 'Will', 'Petre', 'Charles', 'Jane', 'Charles', 'Jane', 'Tombs', 'Charles', 'Careless', 'Charles', 'Jane', 'Pope', 'Charles', 'Pope', 'Charles', 'Charles', 'Pope', 'Charles', 'Careless', 'Careless', 'Juliana', 'Jane', 'Charles', 'Charles', 'Careless', 'Limbry', 'Dame', 'Juliana', 'Charles', 'Juliana', 'The', 'Limbry', 'Reuben', 'Charles', 'Jones', 'Colonel', 'Colonel', 'Dick', 'Hyde', 'Desborough', 'Project']",0.8529411764705882
72722_Loveday_s_history____b_A_tale_of_many_changes,novel,"['Illustration', 'Sambo', 'But', 'The', 'The', 'Sister', 'The', 'Mistress', 'Mistress', 'Mistress', 'Mistress', 'Yates', 'But', 'The', 'Walter', 'The', 'The', 'Batie', 'Project']",0.7222222222222222
8562_The_Seaboard_Parish__Complete,novel,"['But', 'But', 'God', 'God', 'The', 'But', 'God', 'But', 'She', 'Connie', 'Connie', 'The', 'Then', 'Wynnie', 'The', 'But', 'But', 'But', 'But', 'But', 'And', 'But', 'Percivale', 'But', 'Turner', 'But', 'Turner', 'But', 'Joe', 'Joe', 'The', 'God', 'But', 'But', 'Nature', 'But', 'God', 'The', 'The', 'The', 'The', 'The', 'When', 'Jesus', 'The', 'But', 'God', 'Project']",0.723404255319149
75173_Sons_of_fire__Vol__I_,novel,['Project'],0.0
71192_Five_thousand_pounds,novel,"['Grannie', 'And', 'But', 'Scott', 'And', 'But', 'But', 'But', 'But', 'And', 'And', 'But', 'Father', 'And', 'Simmons', 'She', 'Project']",0.75
47376_The_Strand_Magazine__Vol__07__Issue_41__May__1894_,novel,"['Antonio', 'The', 'The', 'Project', 'Project']",0.5
65170_Antonia,novel,"['None', 'None', 'None', 'None', 'None', 'None', 'None', 'Julien']",0.14285714285714285
53341_The_Dorrington_Deed_Box,novel,"['None', 'Dorrington']",1.0
5502_Serapis___Volume_02,novel,"['Demetrius', 'Marcus', 'She', 'Dada', 'The', 'Project']",1.0
24794_The_Arbiter__A_Novel,novel,"['Gore', 'Rachel', 'William', 'Rachel', 'Rendel', 'Pateley', 'Rachel', 'Rachel', 'Rendel', 'Rendel', 'Pateley', 'Rendel', 'Sir', 'Sir', 'Rendel', 'Rendel', 'Rendel', 'Rendel', 'Rachel', 'Lady', 'Rendel', 'Rendel', 'Lady', 'Rachel', 'Pateley', 'Project']",0.72
63404_Galatea,novel,['And'],0.0
2774_The_Patrician,novel,"['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'Valleys', 'Casterley', 'Lord', 'The', 'Miltoun', 'The', 'Courtier', 'Barbara', 'Lady', 'Miltoun', 'Lady', 'Lady', 'Night', 'She', 'And', 'Miltoun', 'She', 'Valleys', 'Miltoun', 'Barbara', 'Courtier', 'Courtier', 'Valleys', 'Barbara', 'She', 'Miltoun', 'Barbara', 'Courtier', 'Barbara', 'She', 'Then', 'Barbara', 'Valleys', 'She', 'And', 'And', 'But', 'But', 'Valleys', 'Barbara', 'Lady', 'Courtier', 'Miltoun', 'Miltoun', 'The', 'Barbara', 'She', 'She', 'Barbara', 'Miltoun', 'She', 'Project']",0.44660194174757284
38838_Tales_From_the__Phantasus___etc__of_Ludwig_Tieck,novel,"['Project', 'Project']",0.0
42972_Aaron_the_Jew__A_Novel,novel,"['Project', 'Project']",0.0
71529_A_call____b_The_tale_of_two_passions,novel,"['Marygold', 'Grimshaw', 'Leicester', 'Grimshaw', 'Katya', 'She', 'Grimshaw', 'Grimshaw', 'Grimshaw', 'Grimshaw', 'Leicester', 'Project', 'Project', 'Project']",0.6153846153846154
34338_Monsieur_Cherami,novel,"['What', 'Belleville', 'Place', 'His', 'Monsieur', 'Arthur', 'Bernardin', 'Cherami', 'She', 'Gustave', 'Fanny', 'But', 'Cherami', 'Cherami', 'Louchard', 'Monsieur', 'Monsieur', 'Monsieur', 'Monsieur', 'Monsieur', 'Cherami', 'Courbichon', 'Adolphine', 'Gustave', 'Gustave', 'Cherami', 'Monsieur', 'Monsieur', 'Cherami', 'Cherami', 'Fanny', 'Monsieur', 'Monsieur', 'Cherami', 'Cherami', 'Cherami', 'Fanny', 'Fanny', 'Monsieur', 'Monsieur', 'Fanny', 'Gustave', 'Fanny', 'Gustave', 'Cherami', 'Cherami', 'Cherami', 'Cherami', 'The', 'Monsieur', 'Monsieur', 'Monsieur', 'Gustave', 'Gustave', 'Gustave', 'Cherami', 'Project', 'Project']",0.631578947368421
3087_Original_Short_Stories___Volume_11,novel,"['The', 'The', 'Anna', 'The', 'The', 'The', 'Simon', 'The', 'The', 'The', 'Project', 'Project']",0.45454545454545453
58282_To_London_Town,novel,"['Project', 'Project']",0.0
7132_The_Purple_Land__Being_the_Narrative_of_One_Richar,novel,"['And', 'The', 'How', 'The', 'The', 'And', 'The', 'Manuel', 'Margarita', 'Marcos', 'The', 'The', 'Alday', 'Alma', 'General', 'Transita', 'Dolores', 'Oriental', 'The', 'They', 'The', 'Calixto', 'Don', 'Demetria', 'Demetria', 'Antonio', 'Demetria', 'Demetria', 'Project']",0.8571428571428571
3484_O_Flaherty_V_C___A_Recruiting_Pamphlet,novel,"['Project', 'Project']",0.0
26238_Vixen__Volume_III_,novel,"['Going', 'Chiefly', 'With', 'Love', 'Crumpled', 'Fool', 'None', 'Wedding', 'The', 'All', 'The', 'Vixen', 'Captain', 'Captain', 'Mabel', 'Mrs', 'Mabel', 'Mabel', 'She', 'Vixen', 'Violet', 'Vixen', 'None', 'Project']",0.9130434782608695
730_Oliver_Twist,novel,"['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'Oliver', 'Oliver', 'Oliver', 'Oliver', 'Oliver', 'Oliver', 'Oliver', 'Oliver', 'Fang', 'Oliver', 'Jew', 'Oliver', 'Sikes', 'Bumble', 'Oliver', 'Sikes', 'Sikes', 'Sikes', 'Bumble', 'Jew', 'Giles', 'Giles', 'Blathers', 'Oliver', 'Oliver', 'None', 'Oliver', 'Rose', 'Harry', 'Bumble', 'None', 'Rose', 'Noah', 'Fagin', 'Fagin', 'The', 'Fagin', 'The', 'Brownlow', 'The', 'The', 'Oliver', 'Project', 'Project']",0.5172413793103449
54901_Kitty_Alone__A_Story_of_Three_Fires__vol__3_of_3_,novel,['The'],0.0
59647_New_Bodies_for_Old,novel,"['The', 'Lerne', 'The', 'Lerne', 'The', 'The', 'Lerne', 'Lerne', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'Project']",0.4666666666666667
966_Maid_Marian,novel,"['The', 'The', 'The', 'Matilda', 'The', 'Gamwell', 'Matilda', 'Matilda', 'Gamwell', 'The', 'John', 'Robin', 'Robin', 'Robin', 'Robin', 'Robin', 'The', 'The', 'Project']",0.5555555555555556
4488_The_Amazing_Marriage___Complete,novel,"['Kirby', 'Countess', 'Kirby', 'The', 'She', 'Chillon', 'She', 'Woodseer', 'Fleetwood', 'Woodseer', 'She', 'She', 'Lord', 'The', 'She', 'Kit', 'She', 'Gower', 'She', 'The', 'She', 'She', 'The', 'She', 'She', 'She', 'The', 'She', 'The', 'She', 'You', 'She', 'Fleetwood', 'The', 'She', 'She', 'She', 'She', 'Fleetwood', 'Gower', 'She', 'You', 'She', 'The', 'She', 'The', 'Project']",0.8478260869565217
69137_The_unlit_lamp,novel,"['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'Characters', 'Joan', 'Ogden', 'Joan', 'Ogden', 'Joan', 'Ralph', 'The', 'Joan', 'Elizabeth', 'Joan', 'Joan', 'Joan', 'Elizabeth', 'Joan', 'Joan', 'Elizabeth', 'Joan', 'Joan', 'Joan', 'Joan', 'Joan', 'Joan', 'Joan', 'Joan', 'Milly', 'Joan', 'Joan', 'Joan', 'Joan', 'Elizabeth', 'Harriet', 'Joan', 'She', 'Joan', 'Joan', 'Joan', 'Joan', 'She', 'Joan', 'Joan', 'Joan', 'She', 'Joan', 'Joan', 'The', 'She', 'She', 'Joan', 'Joan', 'Project']",0.30303030303030304
7597_The_Caxtons__A_Family_Picture___Volume_12,novel,"['Bolt', 'Jack', 'Blanche', 'Tower', 'Roland', 'Pisistratus', 'Project']",1.0
56827_Whitewash,novel,"['Project', 'Project']",0.0
7673_Harold___the_Last_of_the_Saxon_Kings___Volume_02,novel,"['Norman', 'William', 'Project']",1.0
5256_The_History_of_the_Life_of_the_Late_Mr__Jonathan_W,novel,"['Jonathan', 'But', 'Edward', 'Priapus', 'Snap', 'Wild', 'Wild', 'Europe', 'Wild', 'Wild', 'Smirk', 'Wild', 'Bagshot', 'Bagshot', 'Wild', 'Wild', 'Wild', 'Wild', 'Wild', 'Wild', 'Wild', 'Heartfree', 'Wild', 'Wild', 'Wild', 'But', 'Nature', 'Wild', 'Heartfree', 'What', 'Wild', 'Heartfree', 'Heartfree', 'Fireblood', 'Wild', 'Laetitia', 'Wild', 'Wild', 'Wild', 'Heartfree', 'Snap', 'Wild', 'Heartfree', 'Wild', 'Newgate', 'Heartfree', 'Heartfree', 'Heartfree', 'This', 'The', 'The', 'Fireblood', 'The', 'The', 'But', 'Wild', 'Project']",0.6785714285714286
4484_The_Amazing_Marriage___Volume_2,novel,"['Woodseer', 'She', 'She', 'Lord', 'The', 'She', 'Kit', 'She', 'Gower', 'Project']",0.8888888888888888
14048_The_nameless_castle,novel,"['The', 'The', 'Cambray', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'The', 'Count', 'Marie', 'Count', 'The', 'Marie', 'Henry', 'Herr', 'Herr', 'Count', 'Marie', 'Marie', 'The', 'The', 'Themire', 'You', 'Marie', 'Katharina', 'Marie', 'Fervlans', 'Fervlans', 'Katharina', 'Matyas', 'The', 'Project']",0.6111111111111112
43442_The_Golden_Butterfly,novel,"['Joseph', 'Phillis', 'Joseph', 'She', 'Phillis', 'Phillis', 'Cassilis', 'Beck', 'Jack', 'Beck', 'Phillis', 'Humphrey', 'Phillis', 'Phillis', 'Lawrence', 'Phillis', 'Cassilis', 'Beck', 'The', 'Phillis', 'Colquhoun', 'Beck', 'Cornelius', 'Colquhoun', 'And', 'Jack', 'Beck', 'Phillis', 'Cassilis', 'Phillis', 'Humphrey', 'Major', 'Cassilis', 'Dunquerque', 'Beck', 'Jack', 'Cassilis', 'Jack', 'Humphrey', 'Cassilis', 'And', 'Phillis', 'Lawrence', 'Cassilis', 'Beck', 'Cassilis', 'Beck', 'Project']",0.9574468085106383
4491_Celt_and_Saxon___Complete,novel,"['Patrick', 'Patrick', 'Patrick', 'Patrick', 'She', 'Adister', 'Patrick', 'Patrick', 'Philip', 'Philip', 'And', 'Patrick', 'The', 'Mattock', 'The', 'Bull', 'Colesworth', 'Jane', 'Project']",0.7222222222222222
22953_Lady_Susan,novel,"['October', 'Project', 'Project', 'Project']",0.3333333333333333
7648_Ernest_Maltravers___Volume_09,novel,"['Ferrers', 'Lumley', 'And', 'Florence', 'Maltravers', 'Maltravers', 'Maltravers', 'Project']",0.7142857142857143
32524_A_Fourth_Form_Friendship__A_School_Story,novel,"['Aldred', 'Aldred', 'Aldred', 'Aldred', 'The', 'The', 'Aldred', 'Aldred', 'Aldred', 'Aldred', 'Miss', 'Miss', 'Aldred', 'Aldred', 'Mabel', 'Mabel', 'Project']",0.375
26301_Pride_and_Prejudice,novel,"['August', 'Project', 'Project', 'Project']",0.3333333333333333
44581_The_Stoneground_Ghost_Tales__Compiled_from_the_rec,novel,"['Batchel', 'Project', 'Project']",0.5
37102_Cedric__the_Forester,novel,"['Mountjoy', 'Mountjoy', 'Carleton', 'Mountjoy', 'Marvin', 'Cedric', 'Geoffrey', 'Cedric', 'Mountjoy', 'Welsh', 'Cedric', 'Cedric', 'Project']",0.8333333333333334
75508_Life__the_Interpreter,novel,"['Project', 'Project']",0.0
62378_Heart_of_Oak__A_Three_Stranded_Yarn__vol__2_,novel,"['None', 'Burke', 'The', 'The', 'She', 'The', 'The', 'The', 'The', 'Hobbs']",0.5555555555555556
27425_Major_Frank,novel,"['Leopold', 'Verheyst', 'Roselaer', 'Leopold', 'The', 'Sophia', 'The', 'Overberg', 'The', 'But', 'Francis', 'General', 'Francis', 'General', 'Francis', 'General', 'The', 'Francis', 'General', 'Francis', 'Francis', 'John', 'She', 'William', 'Francis', 'Francis', 'Francis', 'Francis', 'Francis', 'Francis', 'Francis', 'Francis', 'General', 'Francis', 'Project']",0.7647058823529411
33538_A_Bed_of_Roses,novel,"['The', 'Victoria', 'Victoria', 'Victoria', 'Victoria', 'She', 'Victoria', 'Holt', 'Holt', 'Victoria', 'Victoria', 'Victoria', 'Victoria', 'Victoria', 'Victoria', 'Victoria', 'Victoria', 'Stein', 'Victoria', 'Betty', 'Victoria', 'Victoria', 'Victoria', 'Victoria', 'Victoria', 'Farwell', 'Victoria', 'Cairns', 'Victoria', 'She', 'Victoria', 'She', 'Victoria', 'She', 'Victoria', 'Victoria', 'Victoria', 'Victoria', 'Victoria', 'Betty', 'Victoria', 'Victoria', 'Victoria', 'Victoria', 'Holt', 'Project']",0.5111111111111111
5959_Peveril_of_the_Peak,novel,"['Bridgenorth', 'Bridgenorth', 'The', 'Peveril', 'Countess', 'Countess', 'Bridgenorth', 'Bridgenorth', 'Sir', 'Bridgenorth', 'Julian', 'Julian', 'Julian', 'Bridgenorth', 'Earl', 'Fenella', 'Alice', 'Julian', 'Peveril', 'Peveril', 'Peveril', 'Ganlesse', 'Julian', 'Julian', 'Lance', 'Julian', 'Chiffinch', 'Duke', 'Christian', 'Fenella', 'King', 'Julian', 'Sir', 'Peveril', 'Julian', 'Julian', 'Duke', 'Duke', 'Duke', 'King', 'Oates', 'The', 'Bridgenorth', 'Christian', 'King', 'King', 'Christian', 'Duke', 'Project']",0.75
75102_Nigel_Browning,novel,"['Nigel', 'Daisy', 'Nigel', 'Nigel', 'Nigel', 'Fulvia', 'Nigel', 'Fulvia', 'Nigel', 'Ethel', 'Carden', 'Fulvia', 'Ethel', 'Fulvia', 'Nigel', 'Daisy', 'Nigel', 'Fulvia', 'Fulvia', 'Nigel', 'Tom', 'Fulvia', 'Ethel', 'Fulvia', 'Fulvia', 'Fulvia', 'Fulvia', 'Fulvia', 'Nigel', 'Fulvia', 'Project']",0.7666666666666667
7321_The_Nibelungenlied__Translated_into_Rhymed_English,novel,"['Rhymed', 'Nibelungenlied', 'How', 'The', 'And', 'And', 'And', 'And', 'And', 'And', 'Siegfried', 'Then', 'And', 'And', 'Siegfried', 'Then', 'Then', 'Siegfried', 'Siegfried', 'Then', 'Kriemhild', 'And', 'And', 'And', 'Etzel', 'That', 'And', 'Hagen', 'Hagen', 'The', 'Hagen', 'Hagen', 'Volker', 'That', 'Dankwart', 'Hagen', 'Hagen', 'Iring', 'Etzel', 'Ruediger', 'Hildebrand', 'Dietrich', 'Project', 'Project']",0.6744186046511628
18459_Hypnerotomachia__The_Strife_of_Loue_in_a_Dreame,novel,"['Italian', 'Project', 'Project', 'Project']",0.3333333333333333
58046_The_Red_Court_Farm__A_Novel__Vol__1_of_2_,novel,"['The', 'Thornycroft', 'Lake', 'Lake', 'Lake', 'The', 'Mrs', 'Lake', 'Lake', 'Mrs', 'Lake', 'Mrs', 'Mrs', 'Thornycroft', 'Richard', 'Project']",0.7333333333333333
41275_Miles_Tremenhere__A_Novel__Vol__1_of_2,novel,"['Minnie', 'Minnie', 'Minnie', 'Tremenhere', 'Mary', 'Minnie', 'Miles', 'Gillett', 'Minnie', 'Dora', 'Minnie', 'Minnie', 'Minnie', 'Minnie', 'Minnie', 'Juvenal', 'Minnie', 'Minnie', 'Lady', 'Dalby', 'Lady', 'Dora', 'Project']",0.6818181818181818
25406_Marguerite,novel,"['Anatole', 'Marguerite', 'The', 'Project', 'Project']",0.75
40837_Whoso_Findeth_a_Wife,novel,"['The', 'Beck', 'Beck', 'The', 'The', 'Ella', 'The', 'Dudley', 'But', 'The', 'England', 'Lord', 'Lord', 'You', 'Ella', 'She', 'Sonia', 'Ella', 'Ella', 'Ella', 'Ella', 'You', 'The', 'The', 'Ella', 'Paris', 'Paris', 'You', 'She', 'Earl', 'The', 'The', 'The', 'She', 'Sonia', 'The', 'Project']",0.7222222222222222
7641_Ernest_Maltravers___Volume_02,novel,"['Madame', 'Maltravers', 'Maltravers', 'Maltravers', 'Project']",0.5
46956_Ned__the_son_of_Webb__What_he_did_,novel,"['Ned', 'Ned', 'Ned', 'Ned', 'Ned', 'Ned', 'Ned', 'Ned', 'Ned', 'Ned', 'Ned', 'Ned', 'Ned', 'Project']",0.07692307692307693
48315_David_Blaize,novel,"['Dodo', 'David']",1.0
60685_Downstream,novel,['The'],0.0
72433_Proper_pride____b_A_novel__Volume_1__of_3_,novel,"['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'Alice']",0.1
18428_The_Feast_at_Solhoug,novel,"['Ibsen', 'The', 'Solhoug', 'And', 'And', 'Gudmund', 'Project', 'Project']",0.7142857142857143
28040_Robin_Tremayne__A_Story_of_the_Marian_Persecution,novel,"['Isoult', 'Isoult', 'Isoult', 'Underhill', 'Isoult', 'Lord', 'Isoult', 'Lord', 'And', 'Isoult', 'God', 'Underhill', 'Project']",0.8333333333333334
36660_The_Journal_of_Countess_Françoise_Krasinska__Great,novel,"['Project', 'Project']",0.0
5148_Rodney_Stone,novel,"['Harrison', 'Jim', 'Jim', 'Anson', 'You', 'Roddy', 'Prince', 'There', 'The', 'The', 'Jim', 'The', 'Nelson', 'You', 'Belcher', 'Sir', 'Harrison', 'Wilson', 'Sir', 'You', 'Avon', 'Project']",0.9047619047619048
3476_Henry_VIII_and_His_Court__A_Historical_Novel,novel,"['Cranmer', 'Jane', 'Catharine', 'God', 'Anne', 'Kate', 'But', 'Jane', 'The', 'Catharine', 'She', 'Catharine', 'The', 'God', 'John', 'John', 'Hodge', 'Henry', 'But', 'Anne', 'Seymour', 'Henry', 'Henry', 'Jane', 'The', 'Holland', 'Elizabeth', 'Earl', 'Earl', 'John', 'Douglas', 'Geraldine', 'Douglas', 'God', 'The', 'Catharine', 'Project']",0.9166666666666666
20600_The_Card__a_Story_of_Adventure_in_the_Five_Towns,novel,"['October', 'Project', 'Project', 'Project']",0.3333333333333333
40375_The_London_Venture,novel,"['Project', 'Project']",0.0
38871_Chippinge_Borough,novel,"['The', 'And', 'Vaughan', 'And', 'And', 'Sir', 'But', 'But', 'Vaughan', 'White', 'And', 'Vaughan', 'White', 'White', 'And', 'Sir', 'And', 'House', 'Vaughan', 'And', 'Vaughan', 'Vaughan', 'And', 'And', 'Vaughan', 'Vaughan', 'And', 'Mary', 'Vaughan', 'Lady', 'Vaughan', 'The', 'Project', 'Project']",0.7878787878787878
